Store;DSM;Div;Mall;Address;City;State;Zip;Country;Phone
6863;4110;Claires;OAKLAND MALL;656 W. 14 MILE ROAD;TROY;MI;48083;USA;248 585 9733
6866;4105;Claires;INDIAN HILLS PLAZA;4116 E. BLUE GRASS ROAD RTE 27;MT. PLEASANT;MI;48858;USA;989 775 3836
6870;5308;Claires;ORLANDO VINELAND PREM OUTLETS;8166 VINELAND RD SPC# 1707;ORLANDO;FL;32821-7819;USA;407 239 3619
6871;4108;Claires;MARKETPLACE AT WARSAW;2860 FRONTAGE ROAD;WARSAW;IN;46580;USA;574 268 2243
6872;5203;Claires;THE AVENUE PEACHTREE CITY;230 CITY CIRCLE #740;PEACHTREE CITY;GA;30269;USA;770 487 7328
6873;6111;Claires;ROCKWALL MARKET CENTER;2811 MARKET CENTER BLVD #2837;ROCKWALL;TX;75087;USA;972 772 7574
6876;5308;Claires;WATERFORD LAKES TOWN CTR;411 NORTH ALAFAYA TRAIL;ORLANDO;FL;32828;USA;407 380 2191
6878;4204;Claires;THE CROSSINGS PREMIUM OUTLETS;1000 PREMIUM OUTLET DRIVE;TANNERSVILLE;PA;18372;USA;570 619 8896
6881;7101;Claires;WENATCHEE VALLEY MALL;511 VALLEY MALL PKWY;E. WENATCHEE;WA;98802;USA;509 886 4413
6882;4108;Claires;THE LAKES MALL;5600 HARVEY STREET;MUSKEGON;MI;49444;USA;231 798 3687
6883;4308;Claires;BOWIE TOWN CENTER;15435 EMERALD WAY;BOWIE;MD;20716;USA;301 262 6070
6884;6004;Claires;LAS AMERICAS PREMIUM OUTLETS;4321 CAMINO DE LA PLAZA;SAN YSIDRO;CA;92173;USA;619 934 7154
6888;5301;Claires;PUERTO RICO PREMIUM;CARR.#2 K.M. 54.8 P.R.140 #425;BARCELONETA;PR;00617;USA;787 970 2330
6890;5004;Claires;DEER PARK TOWN CENTER;N 20530 RAND ROAD    #444;DEER PARK;IL;60010;USA;847 438 0371
6891;4123;Claires;THE MALL AT ROBINSON;100 ROBINSON CENTER DR;PITTSBURGH;PA;15205;USA;412 494 0708
6893;6207;Claires;DOGWOOD FESTIVAL MARKET;202 DOGWOOD BLVD    D-6;FLOWOOD;MS;39232;USA;601 992 6227
6894;4124;Claires;TOWER CITY CENTER;230 W. HURON ROAD;CLEVELAND;OH;44113;USA;216 685 1913
6901;5012;Claires;JEFFERSON POINTE;4120 WEST JEFFERSON BLVD;FORT WAYNE;IN;46804;USA;260 435 1658
6904;4124;Claires;MACEDONIA COMMONS;8210 MACEDONIA COMMONS BLVD.#4;MACEDONIA;OH;44056;USA;330 908 3405
6905;4324;Claires;THE WESTCHESTER;125 WESTCHESTER AVE;WHITE PLAINS;NY;10601;USA;914 761 9357
6906;6106;Claires;WESTOVER MARKETPLACE;8203 HWY 151 SPC# 109;SAN ANTONIO;TX;78245;USA;210 681 0757
6910;6210;Claires;PONCA PLAZA;2101 N.14 STREET SUITE #125;PONCA CITY;OK;74601;USA;580 765 8076
6911;5007;Claires;NORTHRIDGE PLAZA;4044 E 53RD STREET #4044;DAVENPORT;IA;52807;USA;563 355 7412
6913;5203;Claires;THE MALL AT STONECREST;2929 TURNER HILL ROAD;LITHONIA;GA;30038;USA;678 526 2699
6923;7016;Claires;EDEN PRAIRIE CENTER;8251 FLYING CLOUD DRIVE;EDEN PRAIRIE;MN;55344;USA;952 941 8757
6924;6012;Claires;CHANDLER FASHION CENTER;3111 WEST CHANDLER BLVD #2448;CHANDLER;AZ;85226;USA;480 812 4870
6926;6011;Claires;DESERT RIDGE MARKETPLACE;21001 N. TATUM BLVD #46-1450;PHOENIX;AZ;85050;USA;480 563 7671
6927;4121;Claires;NEWPORT ON THE LEVEE;1 LEVEE WAY;NEWPORT;KY;41071;USA;859 292 0240
6934;4123;Claires;THE WATERFRONT;120 WEST BRIDGE STREET;HOMESTEAD;PA;15120;USA;412 462 6110
6935;4122;Claires;POLARIS FASHION PLACE;1500 POLARIS PKWY,SUITE 2168;COLUMBUS;OH;43240;USA;614 888 0149
6950;4110;Claires;GREEN OAK VILLAGE PLACE;9775 VILLAGE PALCE BLVD;BRIGHTON;MI;48116;USA;810 229 0938
6951;6104;Claires;MESILLA VALLEY MALL;700 S. TELSHOR BLVD.;LAS CRUCES;NM;88011;USA;575 532 9116
6956;5214;Claires;THE PADDOCK SHOPS;4053 SUMMIT PLAZA DRIVE;LOUISVILLE;KY;40241;USA;502 339 8670
6958;7212;Claires;VALLEY RIVER CENTER;509 VALLEY RIVER CENTER #H11;EUGENE;OR;97401;USA;541 345 4803
6959;5215;Claires;BLUE RIDGE MALL;1800 FOUR SEASONS BOULEVARD;HENDERSONVILLE;NC;28792;USA;828 694 0099
6960;5309;Claires;LAKE CITY MALL;2469 W.US HWY 90 SUITE 172;LAKE CITY;FL;32055;USA;386 754 6913
6963;5205;Claires;THE COLLECTION AT FORSYTH;410 PEACHTREE PARKWAY SPC #148;CUMMINGS;GA;30041;USA;770 886 5659
6965;6111;Claires;PARIS TOWN CENTER;3534 LAMAR AVE;PARIS;TX;75462;USA;903 785 6465
6966;4122;Claires;FAIRFIELD COMMONS;2727 FAIRFIELD COMMONS;BEAVER CREEK;OH;45431;USA;937 427 4652
6967;4317;Claires;OCEAN COUNTY MALL;1201 HOPPER ROAD SP #455;TOMS RIVER;NJ;08753;USA;732 473 0063
6972;5303;Claires;KENDALL VILLAGE CENTER;8713 SW 124TH AVENUE SPC E-5;MIAMI;FL;33183;USA;305 630 3424
6985;6207;Claires;OAKWOOD SHOPPING CENTER;197 WESTBANK EXPRESSWAY  1740;GRETNA;LA;70053;USA;504 363 5268
6986;4213;Claires;THE MARKETPLACE @ AUGUSTA;2 STEPHEN KING DRIVE;AUGUSTA;ME;04330;USA;207 623 1561
6987;5308;Claires;TERRACE AT FLORIDA MALL;8001 S.ORANGE BLOSSOM #1250;ORLANDO;FL;32809;USA;407 855 3513
8008;7103;Icing;BENTLEY MALL;32 COLLEGE RD #13M;FAIRBANKS;AK;99701;USA;907 452 5113
8012;5310;Icing;RIVERCHASE GALLERIA;2000 RIVERCHASE GALLERIA #242;HOOVER;AL;35244;USA;205 985 0081
8022;6211;Icing;NORTHWEST ARKANSAS MALL;4201 HWY 471 N;FAYETTEVILLE;AR;72703;USA;479 442 8662
8024;6210;Icing;CENTRAL MALL - FT. SMITH;5111 ROGER AVE #159;FT SMITH;AR;72903;USA;479 452 4010
8036;6012;Icing;PARK PLACE-TUCSON;5870 E BROADWAY BLVD SPACE 430;TUCSON;AZ;85711;USA;520 747 0966
8042;6006;Icing;GALLERIA AT TYLER;2166 GALLERIA AT TYLER F219;RIVERSIDE;CA;92503;USA;951 352 0892
8046;6004;Icing;WST-MISSION VALLEY;1640 CAMINO DEL RIO N #56;SAN DIEGO;CA;92108;USA;619 260 1034
8047;7108;Icing;MERCED MALL;750 MERCED MALL #10;MERCED;CA;95348;USA;209 383 1292
8056;7108;Icing;SHERWOOD MALL;5308 PACIFIC AVE #27A;STOCKTON;CA;95207;USA;209 477 3158
8065;6010;Icing;BURBANK TOWN CENTER;201 E. MAGNOLIA BLVD. #151;BURBANK;CA;91502;USA;818 954 9690
8069;7110;Icing;GREAT MALL-BAY AREA;114 GREAT MALL DRIVE;MILPITAS;CA;95035;USA;408 956 0012
8072;7106;Icing;MT. SHASTA MALL;900 DANA DRIVE B-18;REDDING;CA;96003;USA;530 223 3235
8074;6004;Icing;WST-PLAZA BONITA;3030 PLAZA BONITA RD 1074;NATIONAL CITY;CA;91950;USA;619 267 2815
8075;6004;Icing;WESTFIELD CARLSBAD;2525 EL CAMINO REAL;CARLSBAD;CA;92008;USA;760 434 3258
8079;6002;Icing;VISALIA MALL;2175 S MOONEY BLVD;VISALIA;CA;93277;USA;559 625 4403
8080;7111;Icing;CODDINGTOWN MALL;371 CODDINGTOWN CENTER;SANTA ROSA;CA;95401;USA;707 526 7414
8082;6003;Icing;THE MALL OF VICTOR VALLEY;14400 BEAR VALLEY RD #317;VICTORVILLE;CA;92392;USA;760 241 1722
8096;6010;Icing;STONEWOOD CENTER;251 STONEWOOD STREET #B21;DOWNEY;CA;90241;USA;562 869 0282
8100;6002;Icing;VALLEY PLAZA MALL;2701 MING AVE #196;BAKERSFIELD;CA;93304;USA;661 398 0198
8106;7106;Icing;SUNRISE-CITRUS HEIGHTS;6007 SUNRISE MALL;CITRUS HEIGHTS;CA;95610;USA;916 966 1492
8107;7108;Icing;VINTAGE FAIRE MALL;3401 DALE ROAD #324;MODESTO;CA;95356;USA;209 527 8485
8108;7110;Icing;WST-OAKRIDGE;925 BLOSSOM HILL RD #1313;SAN JOSE;CA;95123;USA;408 629 2484
8110;7106;Icing;ARDEN FAIR;1689 ARDEN WAY;SACRAMENTO;CA;95815;USA;916 920 3429
8111;6006;Icing;MONTCLAIR PLACE;2196  MONTCLAIR PLAZA LANE;MONTCLAIR;CA;91763;USA;909 625 3036
8116;6004;Icing;PARKWAY;555 PARKWAY PLAZA;EL CAJON;CA;92020;USA;619 588 2288
8117;6004;Icing;WST - NORTH COUNTY;200 E VIA RANCHO PWY #115;ESCONDIDO;CA;92025;USA;760 480 7222
8120;6008;Icing;SOUTH BAY GALLERIA;1815 HAWTHORNE AVE 346;REDONDO BEACH;CA;90278;USA;310 371 2538
8121;6008;Icing;WESTSIDE PAVILION;10800 WEST PICO BLVD #362;WEST LOS ANGELES;CA;90064;USA;310 234 0344
8123;6006;Icing;THE PROMENADE IN TEMECULA;40820 WINCHESTER ROAD 1620;TEMECULA;CA;92591;USA;951 296 0885
8126;6007;Icing;NORTHRIDGE FASHION CENTER;9301 TAMPA AVENUE #48;NORTHRIDGE;CA;91324;USA;818 407 1255
8129;7209;Icing;MESA MALL;2424 US HWYS 6 & 50;GRAND JUNCTION;CO;81505;USA;970 241 1179
8133;7211;Icing;PUEBLO MALL;3515 DILLON DRIVE;PUEBLO;CO;81008;USA;719 583 8938
8137;7209;Icing;TOWN CENTER @ AURORA;14200 EAST ALAMEDA AVENUE;AURORA;CO;80012;USA;303 367 4759
8138;7211;Icing;THE CITADEL;750 CITADEL DRIVE EAST #2226B;COLORADO SPRINGS;CO;80908;USA;719 573 0559
8145;4326;Icing;CHRISTIANA MALL;513 CHRISTIANA MALL RD #528;NEWARK;DE;19702;USA;302 738 5728
8155;5307;Icing;WESTFIELD MALL BRANDON;459 BRANDON TOWN CTR DR STE358;BRANDON;FL;33511;USA;813 685 8178
8162;5308;Icing;ORLANDO FASHION SQUARE;3297 E COLONIAL DRIVE D-41;ORLANDO;FL;32803;USA;407 898 9070
8169;5305;Icing;EDISON MALL;4125 CLEVELAND AVE #1050;FORT MYERS;FL;33901;USA;239 939 5578
8203;5311;Icing;PEACHTREE MALL;3507 MANCHESTER EXPRESSWY #99;COLUMBUS;GA;31909;USA;706 322 8831
8204;6001;Icing;WINDWARD MALL;46 056 KAM HWY;KANEOHE, OAHU;HI;96744;USA;808 247 3588
8205;6001;Icing;PRINCE KUHIO PLAZA;111 E PUAINAKO ST #760;HILO;HI;96720;USA;808 959 5569
8206;6001;Icing;PEARLRIDGE CENTER;533 PEARLRIDGE CTR;AIEA, OAHU;HI;96701;USA;808 484 0259
8209;6001;Icing;PEARLRIDGE CENTER;98-1005 MOANALUA RD SUITE 236;AIEA, OAHU;HI;96701;USA;808 484 2917
8234;5010;Icing;MARKET PLACE MALL;2000 N NEIL STREET D-10;CHAMPAIGN;IL;61820;USA;217 356 9795
8252;5007;Icing;EASTLAND-BLOOMINGTON;1615 E EMPIRE B 3A;BLOOMINGTON;IL;61701;USA;309 663 8523
8259;5007;Icing;CHERRYVALE MALL;7200 HARRISON AVE #E67A;ROCKFORD;IL;61112;USA;815 332 7170
8260;5012;Icing;GLENBROOK SQUARE;4201 COLDWATER RD B-5;FORT WAYNE;IN;46805;USA;260 484 5591
8261;5214;Icing;EASTLAND MALL;800 N GREEN RIVER RD;EVANSVILLE;IN;47715;USA;812 474 9547
8263;5012;Icing;MUNCIE MALL;3501 N.GRANDVILLE AVE #J7;MUNCIE;IN;47303;USA;765 287 8102
8264;5012;Icing;GREENWOOD PARK MALL;1251 U.S. 31 NORTH;GREENWOOD;IN;46142;USA;317 882 7122
8276;6212;Icing;OAK PARK MALL;11409 W 95TH ST #44;OVERLAND PARK;KS;66214;USA;913 894 0425
8280;6209;Icing;WEST RIDGE MALL;1801 SW WANAMAKER ROAD E-3A;TOPEKA;KS;66604;USA;785 271 1218
8286;4121;Icing;FLORENCE MALL;2170 FLORENCE MALL;FLORENCE;KY;41042;USA;859 282 0729
8291;6205;Icing;SOUTHLAND MALL-HOUMA;5953 W PARK AVENUE;HOUMA;LA;70364;USA;985 872 5644
8298;6206;Icing;PECANLAND MALL;4700 MILHAVEN ROAD #1120;MONROE;LA;71203;USA;318 387 9593
8299;6205;Icing;MALL OF ACADIANA;5725 JOHNSTON ST #140;LAFAYETTE;LA;70503;USA;337 988 4389
8313;4218;Icing;SOUTH SHORE PLAZA;250 GRANITE STREET 2062A;BRAINTREE;MA;02184;USA;781 849 0618
8314;4220;Icing;EMERALD SQUARE MALL;999 S WASHINGTON ST E351;NORTH ATTLEBORO;MA;02760;USA;508 699 2024
8318;4308;Icing;WST-MONTGOMERY;7101 DEMOCRACY BLVD 1334;BETHESDA;MD;20817;USA;301 469 5914
8328;4213;Icing;THE MAINE MALL;364 MAINE MALL ROAD STE 318A;SOUTH PORTLAND;ME;04106;USA;207 541 4810
8338;4105;Icing;GENESEE VALLEY MALL;3355 LINDEN ROAD # 337;FLINT;MI;48507;USA;810 732 0397
8351;4107;Icing;SOUTHLAND CENTER;23000 EUREKA ROAD SPACE #1065;TAYLOR;MI;48180;USA;734 374 9450
8354;4108;Icing;THE CROSSDROADS-PORTAGE;6650 S WESTNEDGE AVE #237;PORTAGE;MI;49024;USA;269 329 2099
8362;7016;Icing;MALL OF AMERICA;247 EAST BROADWAY;BLOOMINGTON;MN;55425;USA;952 858 8851
8364;7015;Icing;ROSEDALE CENTER;2012 ROSEDALE CENTER;ROSEVILLE;MN;55113;USA;651 639 1315
8365;7015;Icing;MAPLEWOOD MALL;3001 WHITE BEAR AVE N STE 2086;MAPLEWOOD;MN;55109;USA;651 770 9407
8368;6214;Icing;SAINT LOUIS GALLERIA;2471 ST. LOUIS GALLERIA;ST. LOUIS;MO;63117;USA;314 721 8831
8371;6214;Icing;MID RIVERS MALL;1600 MID RIVERS MALL DR #2304;ST. PETERS;MO;63376;USA;636 279 7205
8373;6214;Icing;SOUTH COUNTY;449 SOUTH COUNTRY CENTERWAY;ST. LOUIS;MO;63129;USA;314 892 5830
8376;6212;Icing;COLUMBIA-MO;2300 BERNADETTE DR #516;COLUMBIA;MO;65203;USA;573 445 6105
8378;6212;Icing;INDEPENDENCE CENTER;18813 E 39TH STREET #D05A;INDEPENDENCE;MO;64057;USA;816 795 1558
8379;6209;Icing;NORTHPARK MALL-JOPLIN;101 RANGELINE ROAD;JOPLIN;MO;64801;USA;417 781 2664
8380;6211;Icing;BATTLEFIELD MALL;2825 GLENSTONE AVE #VC01A;SPRINGFIELD;MO;65804;USA;417 886 4101
8385;6207;Icing;NORTHPARK - RIDGELAND;1200 E COUNTY LINE RD SP# 230;RIDGELAND;MS;39157;USA;601 977 0816
8389;6207;Icing;BONITA LAKES MALL;1000 BONITA LAKES CIRCLE;MERIDIAN;MS;39301;USA;601 693 6788
8390;7206;Icing;RIMROCK MALL;300 SOUTH 24TH ST W #D-9;BILLINGS;MT;59102;USA;406 652 4434
8405;5207;Icing;CAROLINA PLACE;11025 CAROLINA PL PKWY STE A4;PINEVILLE;NC;28134;USA;704 542 3801
8413;7017;Icing;CONESTOGA MALL;3404 WEST 13TH STREET #138;GRAND ISLAND;NE;68803;USA;308 381 6659
8420;4219;Icing;MALL OF NEW HAMPSHIRE;1500 SOUTH WILLOW ST N125;MANCHESTER;NH;03103;USA;603 668 4642
8441;6104;Icing;CORONADO CENTER;6600 MENAUL NE #21;ALBUQUERQUE;NM;87110;USA;505 884 7400
8442;6104;Icing;COTTONWOOD MALL;10000 COORS BLVD NW E-239;ALBUQUERQUE;NM;87114;USA;505 897 1653
8447;6104;Icing;MESILLA VALLEY MALL;700 TELESHOR BLVD;LAS CRUCES;NM;88001;USA;575 521 4360
8450;6003;Icing;MEADOWS MALL;4300 MEADOWS LANE #2090;LAS VEGAS;NV;89107;USA;702 258 0272
8456;4210;Icing;THE MALL @ GREECE RIDGE;228 GREECE RIDGE CENTER;ROCHESTER;NY;14626;USA;585 723 5570
8466;4324;Icing;GALLERIA AT WHITE PLAINS;MAIN & COURT ST #477;WHITE PLAINS;NY;10601;USA;914 946 7220
8480;4316;Icing;SMITH HAVEN MALL;130 SMITH HAVEN MALL;LAKE GROVE;NY;11755;USA;631 724 1321
8487;4122;Icing;THE MALL AT FAIRFIELD COM.;2727 N FAIRFIELD RD # E-223;BEAVERCREEK;OH;45431;USA;937 426 0510
8491;4124;Icing;BELDEN VILLAGE;4196 BELDEN VILLAGE MALL C-7;CANTON;OH;44718;USA;330 966 0088
8494;4121;Icing;NORTHGATE-CINCINNATI;9715 COLERAIN AVE A-1A;CINCINNATI;OH;45251;USA;513 385 2579
8495;4121;Icing;DAYTON MALL;2700 MIAMISBURG MALL  #270;DAYTON;OH;45459;USA;937 434 5141
8496;4124;Icing;GREAT LAKES MALL;7850 MENTOR AVENUE #820;MENTOR;OH;44060;USA;440 255 1034
8509;4121;Icing;EASTGATE MALL;4601 616 EASTGATE BLVD;CINCINNATI;OH;45245;USA;513 752 8125
8516;4124;Icing;SOUTHPARK;1220 SOUTHPARK CENTER;STRONGSVILLE;OH;44136;USA;440 572 5651
8517;4107;Icing;FRANKLIN PARK MALL;5001 MONROE STREET T-40;TOLEDO;OH;43623;USA;419 474 4647
8529;7212;Icing;ROGUE VALLEY MALL;1600 N RIVERSIDE 2127;MEDFORD;OR;97501;USA;541 857 0664
8530;7212;Icing;CLACKAMAS TOWN CENTER;12000 SE 82ND AVE SPC G105;HAPPY VALLEY;OR;97086;USA;503 659 0337
8535;7103;Icing;WASHINGTON SQUARE-TIGARD;9565 SW WASHINGTON SQ RD #B03A;TIGARD;OR;97223;USA;503 624 0790
8537;4204;Icing;LEHIGH VALLEY MALL;163 LEHIGH VALLEY MALL #1099;WHITEHALL;PA;18052;USA;610 264 7674
8574;4203;Icing;LOGAN VALLEY MALL;5580 GOODS LANE SUITE 1063;ALTOONA;PA;16602;USA;814 941 0717
8575;4125;Icing;MILLCREEK MALL;575 MILLCREEK MALL;ERIE;PA;16565;USA;814 866 2241
8595;5205;Icing;HAYWOOD MALL;700 HAYWOOD RD;GREENVILLE;SC;29607;USA;864 297 1422
8597;7211;Icing;RUSHMORE MALL;2200 N MAPLE AVE;RAPID CITY;SD;57701;USA;605 343 4170
8607;5215;Icing;WEST TOWN MALL;7600 KINGSTON PIKE #1530;KNOXVILLE;TN;37919;USA;865 690 6235
8615;6109;Icing;MALL OF ABILENE;4310 BUFFALO GAP RD;ABILENE;TX;79606;USA;325 698 9225
8624;6206;Icing;BROADWAY SQUARE MALL;4601 S BROADWAY SPC # D-06C;TYLER;TX;75703;USA;903 509 0356
8625;6109;Icing;THE PARKS AT ARLINGTON;3811 S COOPER STREET STE 1176;ARLINGTON;TX;76015;USA;817 472 9744
8628;6205;Icing;SAN JACINTO MALL;1152 SAN JACINITO MALL;BAYTOWN;TX;77521;USA;281 421 4840
8629;6105;Icing;CIELO VISTA MALL;8401 GATEWAY BLVD WEST SP#J-01;EL PASO;TX;79925;USA;915 781 1366
8633;6113;Icing;WILLOWBROOK-HOUSTON;1214 WILLOWBROOK MALL;HOUSTON;TX;77070;USA;281 890 4099
8638;6110;Icing;IRVING MALL;3656 IRVING MALL;IRVING;TX;75062;USA;972 252 9600
8639;6105;Icing;LA PLAZA MALL;2200 SOUTH 10TH STREET;MCALLEN;TX;78503;USA;956 682 1014
8642;6205;Icing;PARKDALE MALL;820 PARKDALE RD;BEAUMONT;TX;77706;USA;409 899 3315
8644;6107;Icing;POST OAK MALL;1500 HARVEY ROAD SPACE #7022;COLLEGE STATION;TX;77840-6754;USA;979 696 3595
8652;6106;Icing;INGRAM PARK MALL;6301 NW LOOP 410 #S07;SAN ANTONIO;TX;78238;USA;210 647 8668
8666;7208;Icing;LAYTON HILLS MALL;1400 N HILLFIELD ROAD #2060;LAYTON;UT;84041;USA;801 544 7703
8667;7208;Icing;SOUTH TOWNE CENTER;10450 S STATE STREET;SANDY;UT;84070;USA;801 572 9114
8668;7208;Icing;UNIVERSITY-OREM;575 EAST UNIVERSITY PARKWAY;OREM;UT;84097;USA;801 225 5245
8670;7208;Icing;NEWGATE MALL;3651 WALL AVENUE SUITE 1146;OGDEN;UT;84405;USA;801 394 3510
8671;7208;Icing;PROVO TOWN CENTRE;1200 PROVO TOWN CENTER 2096;PROVO;UT;84601;USA;801 852 5054
8677;4327;Icing;VALLEY MALL- HARRISONBURG;1925 E MARKET STREET #300;HARRISONBURG;VA;22801;USA;540 434 8518
8678;4328;Icing;PATRICK HENRY MALL;12300 JEFFERSON AVE;NEWPORT NEWS;VA;23602;USA;757 249 8064
8682;4328;Icing;SPOTSYLVANIA TOWNE CENTRE;675 SPOTSYLVANIA MALL DR.;FREDERICKSBURG;VA;22407;USA;540 786 4828
8684;4328;Icing;RIVER RIDGE MALL;3405 CANDLERS MT RD A-25;LYNCHBURG;VA;24502;USA;434 237 4906
8697;5201;Icing;CHESAPEAKE SQUARE;4200 PORTSMOUTH BLVD #864;CHESAPEAKE;VA;23321;USA;757 465 5250
8698;4308;Icing;DULLES TOWN CENTER;21100 DULLES TOWN CIRCLE G204;DULLES;VA;20166;USA;703 421 9130
8701;4213;Icing;UNIVERSITY MALL;155 DORSET STREET E-5;SOUTH BURLINGTON;VT;05403;USA;802 859 0122
8705;7102;Icing;OUTLET COLLECTION SEATTLE#1138;1101 OUTLET COLLECTION DR SW;AUBURN;WA;98001;USA;253 939 8979
8706;7102;Icing;SOUTH CENTER;1003 SOUTHCENTER MALL;TUKWILA;WA;98188;USA;206 431 0498
8708;7212;Icing;WST-VANCOUVER;8700 NE VANCOUVER MALL DR.#137;VANCOUVER;WA;98662;USA;360 256 9522
8717;7101;Icing;KITSAP MALL;10315 SILVERDALE WAY NW;SILVERDALE;WA;98383;USA;360 698 1826
8718;7206;Icing;SPOKANE VALLEY MALL;14700 E INDIANA;SPOKANE;WA;99216;USA;509 893 9371
8722;5002;Icing;SOUTHRIDGE-GREENDALE;5300 S 76TH ST #1250;GREENDALE;WI;53129;USA;414 421 1370
8728;4327;Icing;CHARLESTON TOWNE CTR MALL;2047 CHARLESTON TOWNE CTR;CHARLESTON;WV;25389;USA;304 343 0091
8734;4327;Icing;MEADOWBROOK MALL;2399 MEADOWBROOK ROAD #370;BRIDGEPORT;WV;26330;USA;304 842 6052
8737;7401;Icing;POLO PARK SHOPPING CENTRE;1485 PORTAGE AVE SPC 261;WINNIPEG;MB;R3G 0W4;CAN;204 783 4122
8739;7301;Icing;MIC MAC MALL;21 MICMAC BLVD;DARTMOUTH;NS;B3A 4N3;CAN;902 469 0580
8740;7405;Icing;WEST EDMONTON MALL;8882  170TH STREET U-107;EDMONTON;AB;T5T 4J2;CAN;780 444 2319
8746;7403;Icing;WILLOWBROOK-LANGLEY;19705 FRASER HIGHWAY #209;LANGLEY;BC;V3A 7E9;CAN;604 530 9599
8748;7303;Icing;LIME RIDGE MALL;999 UPPER WONTWORTH STREET;HAMILTON;ON;L9A 4X5;CAN;905 575 8628
8752;7301;Icing;AVALON MALL;48 KENMOUNT ROAD;ST. JOHNS;NL;A1B 1W3;CAN;709 726 2970
8753;7402;Icing;WOODGROVE CENTER;UNIT 145 6631 ISLAND HIGHWAY N;NANAIMO;BC;V9T 4T7;CAN;250 390 0876
8754;7304;Icing;SQUARE ONE SHOPPING CTR;100 CITY CENTRE DRIVE #2-724;MISSISSAUGA;ON;L5B 2C9;CAN;905 566 1538
8755;7304;Icing;RIOCAN BURLOAK PWR CENTRE;3499 WYECROFT ROAD SPC # L5;OAKVILLE;ON;L6L 0B6;CAN;905 827 3232
8757;7402;Icing;THE BAY CENTRE;1150 DOUGLAS STREET SUITE#106;VICTORIA;BC;V8W 3M9;CAN;250 389 1885
8758;7302;Icing;DEVONSHIRE MALL;3100 HOWARD AVE;WINDSOR;ON;N8X 3Y8;CAN;519 966 7173
8764;7402;Icing;METROPOLIS AT METROTOWN;356  4820 KINGSWAY;BURNABY;BC;V5H 4P1;CAN;604 419 4420
8767;7303;Icing;INTERCITY SHOPPING CENTER;1000 FORT WILLIAM ROAD  52A;THUNDER BAY;ON;P7B 6B9;CAN;807 623 5135
8768;7306;Icing;OSHAWA CENTRE;419 KING STREET WEST SPC 2380;OSHAWA;ON;L1J 2K5;CAN;905 429 2286
8769;7303;Icing;CONESTOGA-WATERLOO;550 KING STREET NORTH;WATERLOO;ON;N2L 5W6;CAN;519 886 1763
8771;4220;Icing;PROVIDENCE PLACE;15 PROVIDENCE PLACE A-311;PROVIDENCE;RI;02903;USA;401 270 4049
8772;5303;Icing;DOLPHIN MALL;11401 NW 12TH STREET;MIAMI;FL;33172;USA;305 436 9945
8773;4327;Icing;VALLEY MALL-HAGERSTOWN;17301 VALLEY MALL ROAD #580;HAGERSTOWN;MD;21740;USA;301 582 4676
8776;4302;Icing;JERSEY GARDENS;651 KAPKOWSKI ROAD 2232;ELIZABETH;NJ;07201;USA;908 659 1657
8778;7101;Icing;ALDERWOOD MALL;3000 184TH STREET SW SPC#290;LYNNWOOD;WA;98037;USA;425 776 2958
8780;6110;Icing;STONEBRIAR CENTRE;121 PRESTON RD SUITE 2008;FRISCO;TX;75034;USA;972 668 8855
8782;7209;Icing;FLATIRON CROSSING;1 WEST FLATIRON CIRCLE #2244;BROOMFIELD;CO;80021;USA;303 460 9411
8786;4308;Icing;ARUNDEL MILLS;7000 ARUNDEL MILLS CIRCLE;HANOVER;MD;21076;USA;443 755 9881
8797;6214;Icing;ST. CLAIR SQUARE;249 ST. CLAIR SQUARE;FAIRVIEW HEIGHTS;IL;62208;USA;618 632 3758
8798;4324;Icing;WST-GARDEN STATE PLAZA;1 GARDEN STATE PLAZA SPC 1007;PARAMUS;NJ;07652;USA;201 368 0260
8802;7017;Icing;GATEWAY MALL;602 GATEWAY MALL;LINCOLN;NE;68505;USA;402 467 3378
8805;7301;Icing;DARTMOUTH CROSSING;94 HECTOR GATE SPC #2F-3;DARTMOUTH;NS;B3B 0B9;CAN;902 468 7301
